date,equity
2023-06-30,882.2537933253292
2023-07-01,880.53447404318
2023-07-02,880.1803661097448
2023-07-03,878.6481329421187
2023-07-04,879.814500739122
2023-07-05,880.6740319594146
2023-07-06,879.1325990897005
2023-07-07,877.1462783372197
2023-07-08,876.3706720661008
2023-07-09,875.6792273300717
2023-07-10,876.4361569281778
2023-07-11,876.1676860729995
2023-07-12,874.618321988726
2023-07-13,873.4675667103857
2023-07-14,875.0534484029943
2023-07-15,875.0534484029943
2023-07-16,875.0534484029943
2023-07-17,873.4368480859688
2023-07-18,871.9003584323289
2023-07-19,871.6543651643118
2023-07-20,872.6634674766013
2023-07-21,872.3140152146748
2023-07-22,872.3140152146748
2023-07-23,870.8706787196011
2023-07-24,869.3666982055936
2023-07-25,869.3666982055936
2023-07-26,869.0277947332804
2023-07-27,867.5611421618687
2023-07-28,867.5611421618687
2023-07-29,868.1580193050795
2023-07-30,867.461128110337
2023-07-31,868.2843183980066
2023-08-01,869.1995112329356
2023-08-02,870.3535520209347
2023-08-03,871.3157574953473
2023-08-04,871.3157574953473
2023-08-05,871.3157574953473
2023-08-06,871.3157574953473
2023-08-07,871.3157574953473
2023-08-08,871.1272230613953
2023-08-09,869.4650356036834
2023-08-10,869.4650356036834
2023-08-11,869.4650356036834
2023-08-12,869.4650356036834
2023-08-13,869.4650356036834
2023-08-14,868.7873945349133
2023-08-15,868.112488517252
2023-08-16,866.7854415457621
2023-08-17,867.7731956234076
2023-08-18,865.643755693072
2023-08-19,865.5901334949147
2023-08-20,865.9980810303977
2023-08-21,866.7249974459072
2023-08-22,866.3712493338686
2023-08-23,864.6651590057824
2023-08-24,863.3009438399657
2023-08-25,861.8271631036882
2023-08-26,861.8271631036882
2023-08-27,861.8271631036882
2023-08-28,861.8271631036882
2023-08-29,863.2238682319044
2023-08-30,863.081839588389
2023-08-31,862.7312262348896
2023-09-01,864.1572369767845
2023-09-02,865.2318186079808
2023-09-03,865.2318186079808
2023-09-04,864.9092931237581
2023-09-05,863.5201776177246
2023-09-06,862.206467453814
2023-09-07,862.9370423775749
2023-09-08,861.3468500899415
2023-09-09,860.1099641309978
2023-09-10,860.7253554433362
2023-09-11,861.5752098182564
2023-09-12,862.7408547207016
2023-09-13,863.9981717339799
2023-09-14,863.8070618742382
2023-09-15,864.9379854521262
2023-09-16,864.7030095603905
2023-09-17,864.7030095603905
2023-09-18,863.1784041163537
2023-09-19,864.3276966942168
2023-09-20,864.0893222451289
2023-09-21,863.0966358782982
2023-09-22,863.8408492111871
2023-09-23,863.8408492111871
2023-09-24,864.2267413079601
2023-09-25,865.1283910318637
2023-09-26,865.7811947549852
2023-09-27,866.7585458773634
2023-09-28,865.2426917190156
2023-09-29,866.2222430131388
2023-09-30,866.2222430131388
2023-10-01,866.7306000748558
2023-10-02,867.7761740015515
2023-10-03,868.8565488267695
2023-10-04,869.8815386506263
2023-10-05,870.9011417107203
2023-10-06,870.565078960086
2023-10-07,870.2657063982036
2023-10-08,870.2657063982036
2023-10-09,869.9754059935594
2023-10-10,870.8197983959318
2023-10-11,869.4403867087416
2023-10-12,869.1908456616111
2023-10-13,869.7693122467675
2023-10-14,869.7693122467675
2023-10-15,869.7693122467675
2023-10-16,868.412548401681
2023-10-17,866.8016668598501
2023-10-18,865.3252414943042
2023-10-19,863.8948240283693
2023-10-20,865.0526019156043
2023-10-21,863.6094487026821
2023-10-22,863.3912719260642
2023-10-23,863.1270690549115
2023-10-24,860.6873517104638
2023-10-25,860.5753277003829
2023-10-26,861.5814179373756
2023-10-27,861.3597701987543
2023-10-28,859.93107313831
2023-10-29,858.722303020698
2023-10-30,859.6531488849103
2023-10-31,860.6175896734801
2023-11-01,859.2036448539569
2023-11-02,858.3109448009424
2023-11-03,859.5658400831506
2023-11-04,858.1665908901275
2023-11-05,858.918699324097
2023-11-06,858.687408389676
2023-11-07,859.5362450392537
2023-11-08,859.3201098234521
2023-11-09,857.862788028602
2023-11-10,856.4637486425271
2023-11-11,856.3864417917699
2023-11-12,855.0045849149025
2023-11-13,855.668511890893
2023-11-14,854.2420951644006
2023-11-15,852.8819923596168
2023-11-16,851.9261185978006
2023-11-17,852.9533060873138
2023-11-18,851.4785411661574
2023-11-19,851.1816074931334
2023-11-20,852.0234891476186
2023-11-21,853.1525777160837
2023-11-22,851.7132333393662
2023-11-23,850.1365715778051
2023-11-24,848.814942696255
2023-11-25,849.5665955732242
2023-11-26,848.3102750021986
2023-11-27,849.2663434680264
2023-11-28,850.2622077025785
2023-11-29,848.7510070035072
2023-11-30,846.7227130347842
2023-12-01,845.4404758015412
2023-12-02,846.0842913926543
2023-12-03,845.8429468040893
2023-12-04,844.375811448119
2023-12-05,845.5621012820578
2023-12-06,844.1666588596413
2023-12-07,845.201098304719
2023-12-08,846.2309125052899
2023-12-09,847.2361829277604
2023-12-10,845.9573280569597
2023-12-11,847.1617453138134
2023-12-12,848.1788773832512
2023-12-13,847.9865300050242
2023-12-14,846.9989261466336
2023-12-15,848.0391330256806
2023-12-16,847.8531439627891
2023-12-17,848.6916714251117
2023-12-18,849.80808786055
2023-12-19,849.6388994744334
2023-12-20,848.0760468668527
2023-12-21,846.3848173795595
2023-12-22,846.1941462101807
2023-12-23,844.8303886664106
2023-12-24,844.500176924466
2023-12-25,843.1430925996513
2023-12-26,842.9351117722754
2023-12-27,842.7100449414688
2023-12-28,841.837940660423
2023-12-29,841.6467519699343
2023-12-30,842.8732301530316
2023-12-31,843.7014496116683
2024-01-01,844.631282926589
2024-01-02,844.3922361584333
2024-01-03,845.6327638027534
2024-01-04,846.9966991803849
2024-01-05,846.9572610865428
2024-01-06,845.6678786528788
2024-01-07,845.420589000967
2024-01-08,843.9136133609916
2024-01-09,845.1507029874826
2024-01-10,843.5218195155344
2024-01-11,842.284695345718
2024-01-12,840.5454003663193
2024-01-13,840.2423520092291
2024-01-14,841.0022153932072
2024-01-15,839.3879985372457
2024-01-16,839.1681834578555
2024-01-17,840.4144060969469
2024-01-18,840.1881269048854
2024-01-19,838.8593251349081
2024-01-20,839.2626077816859
2024-01-21,839.2626077816859
2024-01-22,839.0341986124483
2024-01-23,837.5981256940318
2024-01-24,837.4036490002461
2024-01-25,835.2298971925026
2024-01-26,836.229689363623
2024-01-27,837.3525937535645
2024-01-28,838.2059331263002
2024-01-29,836.7069092867124
2024-01-30,837.8936861631292
2024-01-31,837.6266353252445
2024-02-01,839.0163426845738
2024-02-02,837.3875626612997
2024-02-03,837.9871336957797
2024-02-04,838.8412650901487
2024-02-05,837.4209402907582
2024-02-06,835.919414863056
2024-02-07,834.5456288124218
2024-02-08,833.1454140480333
2024-02-09,831.587358140646
2024-02-10,831.2364784221213
2024-02-11,829.7777609459904
2024-02-12,829.5127756753125
2024-02-13,830.9413991958746
2024-02-14,829.1453438552488
2024-02-15,830.3911602859677
2024-02-16,828.6978988398199
2024-02-17,829.6904187311645
2024-02-18,829.4545639876687
2024-02-19,830.3212653434937
2024-02-20,830.0518415975657
2024-02-21,831.4118273571178
2024-02-22,828.9966227375379
2024-02-23,830.1519078629558
2024-02-24,829.8728498053508
2024-02-25,830.5249718582149
2024-02-26,831.2747742646894
2024-02-27,829.4553392119753
2024-02-28,827.616691609708
2024-02-29,825.1211397047232
2024-03-01,823.4818452979146
2024-03-02,824.8433988380624
2024-03-03,823.4517134806745
2024-03-04,821.7303896420763
2024-03-05,823.0128572451163
2024-03-06,820.1207858308329
2024-03-07,818.3508044645704
2024-03-08,816.629815252583
2024-03-09,817.387404022852
2024-03-10,817.1149007162239
2024-03-11,815.3315768471034
2024-03-12,816.6955937132551
2024-03-13,815.1136704002698
2024-03-14,814.9136958632058
2024-03-15,816.3754468659478
2024-03-16,817.7811655665083
2024-03-17,817.6519458153209
2024-03-18,817.4495963227023
2024-03-19,818.8784722979233
2024-03-20,820.4453008317245
2024-03-21,821.0333837829876
2024-03-22,818.9825431149293
2024-03-23,818.8031452872078
2024-03-24,816.9858782463359
2024-03-25,815.1461505009213
2024-03-26,813.1542315121566
2024-03-27,814.6520289169264
2024-03-28,812.6433044324056
2024-03-29,813.8141471974322
2024-03-30,812.3540896959299
2024-03-31,812.0186760161923
2024-04-01,812.949173127395
2024-04-02,814.2668579997782
2024-04-03,812.2551995812069
2024-04-04,814.0995373256109
2024-04-05,813.864721606886
2024-04-06,815.171396118625
2024-04-07,813.5743086686205
2024-04-08,814.7378974627221
2024-04-09,813.0799906455221
2024-04-10,811.2473604589003
2024-04-11,812.6525450540629
2024-04-12,813.9966292547033
2024-04-13,813.6294952577495
2024-04-14,811.2896767087409
2024-04-15,813.0627888436914
2024-04-16,811.3788023813796
2024-04-17,809.3383013612837
2024-04-18,808.0080974310795
2024-04-19,805.8101884766652
2024-04-20,805.6419249947367
2024-04-21,806.8052680210192
2024-04-22,808.0869944263501
2024-04-23,806.3976441863313
2024-04-24,804.7663487654966
2024-04-25,806.310409641682
2024-04-26,806.2267835471921
2024-04-27,806.0442751060848
2024-04-28,805.7666588963968
2024-04-29,804.2236872160446
2024-04-30,802.3175252031101
2024-05-01,800.2173283822046
2024-05-02,802.4139157246941
2024-05-03,800.5109581369321
2024-05-04,802.2122664708525
2024-05-05,801.9604468978816
2024-05-06,801.7030296062788
2024-05-07,801.438281352433
2024-05-08,799.6092793731991
2024-05-09,797.8097422361403
2024-05-10,799.171726935535
2024-05-11,800.5631099588005
2024-05-12,799.0673326733067
2024-05-13,798.7743804485159
2024-05-14,797.1434663630779
2024-05-15,798.4069829023584
2024-05-16,797.5396093427787
2024-05-17,797.2909654293804
2024-05-18,798.4296777991826
2024-05-19,798.0860825281586
2024-05-20,797.8343359258952
2024-05-21,795.7278943836309
2024-05-22,793.9665758808698
2024-05-23,795.1585518981013
2024-05-24,796.8975116978819
2024-05-25,796.6164679776365
2024-05-26,796.2548927944212
2024-05-27,794.7481941121453
