above_200dma,trades,winrate,avg_ret,median_ret,total_ret,std_ret
ABOVE_200DMA,6899,66.89375271778518,0.008258007382620796,0.0105185733950628,56.97199293270087,0.011593429772831863
BELOW_200DMA,6366,62.5196355639334,0.006996199617201211,0.0083962227202746,44.53780676310291,0.012325873701008065
