trend_regime,trades,winrate,avg_ret,median_ret,total_ret,std_ret
BULL_TREND,5543,67.38228396175356,0.008518665536043092,0.0107919359004293,47.21896306628686,0.011737764069371751
BEAR_TREND,5008,64.07747603833866,0.007384852364916688,0.0087429749518593,36.98334064350277,0.01256895349151229
BULL_WEAK,1356,64.89675516224189,0.007192499901485259,0.0090886977503298,9.75302986641401,0.010923349357014481
BEAR_RALLY,1358,56.77466863033873,0.005562935286892589,0.0064916049368303,7.554466119600136,0.011273757347861445
