reshuffle_final,reshuffle_mdd,bootstrap_final,bootstrap_mdd,block_final,block_mdd
63825.93077527152,-0.00694813801010441,64820.43200898104,-0.006054075182586605,73876.30361532378,-0.011875988958339412
63825.930775270994,-0.005646756833485145,66291.15465508131,-0.006639370225459684,51622.94078122409,-0.01627459158519673
63825.93077527149,-0.010128637583121769,50717.39149420707,-0.006621261692987823,49836.18746922956,-0.011309775106869369
63825.93077527146,-0.0069698799033000025,60678.256147767854,-0.007059652345094092,74752.17830126896,-0.011436979141727699
63825.9307752717,-0.008499199929192347,61521.677683553506,-0.00709886960067585,69681.5462709743,-0.010927793367734862
63825.930775271096,-0.006240621145127578,63951.92726915304,-0.00664385876304352,66119.07127861548,-0.017587420924281227
63825.93077527164,-0.006490511145589295,62572.9049778403,-0.007683399881953323,67704.2013687,-0.01645637662554056
63825.93077527165,-0.007880122807507162,60234.059522039046,-0.00697691208764073,59257.68179217499,-0.016975013263192618
63825.930775271656,-0.006730317369855077,62295.28777221809,-0.006142839261867761,57459.543437173714,-0.02150779500622524
63825.93077527164,-0.007278711275467198,68484.4345409571,-0.00602308959822262,49960.511254808946,-0.013026513325740563
63825.93077527116,-0.006294890092937155,63373.26045356117,-0.009441552773104434,64300.871641062964,-0.016244096168626987
63825.93077527124,-0.006889229018766652,59325.259356957315,-0.006122733730808072,78643.19713054963,-0.020775022613297334
63825.930775271605,-0.00669305145089405,77099.67507797269,-0.006721219127847178,51348.48853107597,-0.014111837684190887
63825.93077527128,-0.006768961160784626,63169.24616004718,-0.008452600881636796,58004.76214142436,-0.01377385089750438
63825.93077527144,-0.00881365773954168,67875.1032322418,-0.007331882065827577,49171.91255346977,-0.014084475402642127
63825.93077527132,-0.00641690944490092,71888.34243016719,-0.007125059772810083,48935.69370880282,-0.014256409002812886
63825.93077527133,-0.009173362893798997,72265.75630029227,-0.006890224008382684,68217.24244844382,-0.013641359118632512
63825.930775271525,-0.007481295694459322,50258.08143841201,-0.009697727092263464,67296.28642477657,-0.01860080381676754
63825.93077527162,-0.006351410261050239,73571.83088828574,-0.006226436355000198,71381.44625263095,-0.011669765523945386
63825.93077527139,-0.008819056221588628,64209.70512533236,-0.006425376346939182,56442.73002856474,-0.015928349313727774
63825.93077527178,-0.007544558755390396,57368.73480264486,-0.008118148166036065,62153.22598206906,-0.011030667673607275
