target_vol,implied_leverage,final_multiple,max_drawdown,mean_return,std_return,sharpe_like
0.005,0.41784172336936015,2.0879856656055176e+18,-0.06275510365545779,0.0031975144850187103,0.004999999999582158,0.6395028969292836
0.01,0.8356834467387203,2.7538638693792964e+36,-0.12192112372529892,0.006395028970037421,0.009999999999164316,0.6395028969932339
0.015,1.2535251701080805,2.3117353596240085e+54,-0.17767891633333197,0.009592543455056134,0.014999999998746474,0.6395028970145509
0.02,1.6713668934774406,1.2441884651767043e+72,-0.2302019120161242,0.012790057940074841,0.019999999998328633,0.6395028970252092
