scenario,fraction_used,final_multiple,max_drawdown,mean_return,std_return,sharpe_like,cagr_like
1.00_KELLY,0.5053828771265093,1.3566426240232525e+22,-0.07544190540377427,0.003867419120000073,0.0060475396402375455,0.6395028969514384,3.0644085224858566
0.75_KELLY,0.379037157844882,4.234939420158539e+16,-0.05708111233035062,0.002900564340000055,0.004535654730178159,0.6395028969161898,1.867508101062143
0.50_KELLY,0.25269143856325466,126753363089.2146,-0.03839064478315668,0.0019337095600000364,0.0030237698201187727,0.6395028968456924,1.0207344755397583
0.25_KELLY,0.12634571928162733,363671.00252906693,-0.019365347233381888,0.0009668547800000182,0.0015118849100593864,0.6395028966342006,0.42235685069896967
0.10_KELLY,0.05053828771265093,168.4629969949569,-0.00778728159668217,0.0003867419120000073,0.0006047539640237546,0.6395028959997248,0.15150159028629573
